agno,mes,pmen,tmax,tmin,estacion,fecha,etp,bal
2010,1,1.5,29.9,12.4,Las Ramadas,2010-01-01,169.24964946009936,-167.74964946009936
2010,2,0,29,10.7,Las Ramadas,2010-02-01,159.1872882456987,-159.1872882456987
2010,3,0,28.6,10.7,Las Ramadas,2010-03-01,119.1921627653005,-119.1921627653005
2010,4,0,24.4,8.7,Las Ramadas,2010-04-01,82.51011000383204,-82.51011000383204
2010,5,105.1,21.2,6.5,Las Ramadas,2010-05-01,61.33883984310859,43.76116015689141
2010,6,84.6,18.1,5.4,Las Ramadas,2010-06-01,58.31794794338494,26.282052056615058
2010,7,24,15.7,3.2,Las Ramadas,2010-07-01,66.73870883838131,-42.738708838381314
2010,8,7.2,21.3,6.4,Las Ramadas,2010-08-01,105.77972975655354,-98.57972975655353
2010,9,25.7,19.9,5.8,Las Ramadas,2010-09-01,124.88192053140057,-99.18192053140056
2010,10,0,23.5,7.5,Las Ramadas,2010-10-01,157.61254794857612,-157.61254794857612
2010,11,1.3,25.9,8.7,Las Ramadas,2010-11-01,186.2935434867331,-184.9935434867331
2010,12,0,27.1,9,Las Ramadas,2010-12-01,191.72649880679754,-191.72649880679754
2011,1,0,29.1,11.2,Las Ramadas,2011-01-01,166.77831711125123,-166.77831711125123
2011,2,5.2,28.9,11.9,Las Ramadas,2011-02-01,155.6702714797932,-150.4702714797932
2011,3,0,27.4,10.2,Las Ramadas,2011-03-01,114.18647638772157,-114.18647638772157
2011,4,2,26.3,9.7,Las Ramadas,2011-04-01,88.423493470518,-86.423493470518
2011,5,0,25.2,8.3,Las Ramadas,2011-05-01,71.79506281425512,-71.79506281425512
2011,6,184.5,16.4,4.6,Las Ramadas,2011-06-01,53.83569541586152,130.66430458413848
2011,7,22.9,17,4.1,Las Ramadas,2011-07-01,70.53492446130831,-47.63492446130831
2011,8,42,17.4,5,Las Ramadas,2011-08-01,88.41876510782255,-46.41876510782255
2011,9,0,20.8,6.3,Las Ramadas,2011-09-01,129.53319571028413,-129.53319571028413
2011,10,0,23.1,7.4,Las Ramadas,2011-10-01,154.95580660471677,-154.95580660471677
2011,11,0,27.5,9.4,Las Ramadas,2011-11-01,197.3666464668102,-197.3666464668102
2011,12,0,28.9,11.6,Las Ramadas,2011-12-01,198.94425701468617,-198.94425701468617
2012,1,0,28.6,11.2,Las Ramadas,2012-01-01,163.34929553652722,-163.34929553652722
2012,2,0,30.1,12.5,Las Ramadas,2012-02-01,162.1253589008162,-162.1253589008162
2012,3,0,29.9,12.2,Las Ramadas,2012-03-01,122.95523352869323,-122.95523352869323
2012,4,52,25.3,9.9,Las Ramadas,2012-04-01,84.21592457521999,-32.21592457521999
2012,5,24.5,24.2,8.7,Las Ramadas,2012-05-01,68.16000297374016,-43.66000297374016
2012,6,6.5,21.3,8,Las Ramadas,2012-06-01,65.53652501938693,-59.03652501938693
2012,7,0,21.5,6.1,Las Ramadas,2012-07-01,85.90208997600088,-85.90208997600088
2012,8,31.5,19.7,6.6,Las Ramadas,2012-08-01,96.99110468636485,-65.49110468636485
2012,9,0,23.5,8.9,Las Ramadas,2012-09-01,140.96616302082668,-140.96616302082668
2012,10,2.5,23.5,7,Las Ramadas,2012-10-01,158.8546752064279,-156.3546752064279
2012,11,0,28.1,9.9,Las Ramadas,2012-11-01,200.9138964285381,-200.9138964285381
2012,12,0,29.2,11,Las Ramadas,2012-12-01,203.24908448743696,-203.24908448743696
2013,1,0,30,12.3,Las Ramadas,2013-01-01,170.2140427327373,-170.2140427327373
2013,2,0,29.9,11.9,Las Ramadas,2013-02-01,162.2800290473711,-162.2800290473711
2013,3,0,28.9,12,Las Ramadas,2013-03-01,118.28894392925419,-118.28894392925419
2013,4,0,26.8,9.6,Las Ramadas,2013-04-01,90.51015794142629,-90.51015794142629
2013,5,122.6,21.3,6.7,Las Ramadas,2013-05-01,61.419563219957254,61.18043678004274
2013,6,30,23.4,8.2,Las Ramadas,2013-06-01,72.54441110156945,-42.54441110156945
2013,7,22.2,19.9,6.7,Las Ramadas,2013-07-01,78.27149731110862,-56.071497311108615
2013,8,7.2,20.6,6.5,Las Ramadas,2013-08-01,101.9254660903844,-94.7254660903844
2013,9,0,20.8,6.5,Las Ramadas,2013-09-01,129.0470860380163,-129.0470860380163
2013,10,0,24.1,9,Las Ramadas,2013-10-01,157.94350814229892,-157.94350814229892
2013,11,5.7,26.7,9.3,Las Ramadas,2013-11-01,191.11030885354083,-185.41030885354084
2013,12,0,29.1,11.7,Las Ramadas,2013-12-01,200.30494966887989,-200.30494966887989
2014,1,4.6,29.3,12.6,Las Ramadas,2014-01-01,164.48686901176686,-159.88686901176686
2014,2,0,28.9,12.3,Las Ramadas,2014-02-01,154.63333681801703,-154.63333681801703
2014,3,0,27.9,11.1,Las Ramadas,2014-03-01,115.00926695387152,-115.00926695387152
2014,4,0,26.5,10.3,Las Ramadas,2014-04-01,88.32765007184216,-88.32765007184216
2014,5,0,24,8.2,Las Ramadas,2014-05-01,68.11322090465487,-68.11322090465487
2014,6,82.3,18.1,6.6,Las Ramadas,2014-06-01,56.621207237053135,25.678792762946863
2014,7,1.4,20.2,7.8,Las Ramadas,2014-07-01,77.57008186106296,-76.17008186106295
2014,8,9.9,22.6,7.7,Las Ramadas,2014-08-01,110.1245527797295,-100.22455277972949
2014,9,14,19.2,5.9,Las Ramadas,2014-09-01,120.10028824792681,-106.10028824792681
2014,10,0,25.4,9,Las Ramadas,2014-10-01,167.71678680289136,-167.71678680289136
2014,11,0,25.6,8.8,Las Ramadas,2014-11-01,183.5900536648517,-183.5900536648517
2014,12,0,29,10.9,Las Ramadas,2014-12-01,201.88773584258317,-201.88773584258317
2015,1,0,29.5,12.2,Las Ramadas,2015-01-01,166.98360829167268,-166.98360829167268
2015,2,0,28.7,11.5,Las Ramadas,2015-02-01,155.35358963761783,-155.35358963761783
2015,3,46.1,27.7,12,Las Ramadas,2015-03-01,112.2235930692357,-66.12359306923571
2015,4,0,28.1,11.8,Las Ramadas,2015-04-01,92.39348671719469,-92.39348671719469
2015,5,0,24.3,8.5,Las Ramadas,2015-05-01,68.71599277106773,-68.71599277106773
2015,6,0,24.4,7.8,Las Ramadas,2015-06-01,76.48858564221575,-76.48858564221575
2015,7,55.5,19.3,7.2,Las Ramadas,2015-07-01,74.81877217571802,-19.318772175718024
2015,8,279.6,20.9,7.4,Las Ramadas,2015-08-01,101.64203494399858,177.95796505600146
2015,9,12.4,19.3,7.4,Las Ramadas,2015-09-01,116.59799046359933,-104.19799046359933
2015,10,86.9,20.1,7.4,Las Ramadas,2015-10-01,133.04170105312235,-46.14170105312235
2015,11,0,24.1,8.3,Las Ramadas,2015-11-01,172.9553195630058,-172.9553195630058
2015,12,0,28,11.3,Las Ramadas,2015-12-01,192.38169715908282,-192.38169715908282
2016,2,0,30.5,10.7,Las Ramadas,2016-02-01,177.48641243366293,-177.48641243366293
2016,3,0,29.7,12.2,Las Ramadas,2016-03-01,160.21699811847057,-160.21699811847057
2016,4,39.6,22.3,8.6,Las Ramadas,2016-04-01,92.58087816116914,-52.98087816116914
2016,6,128,20.6,5.7,Las Ramadas,2016-06-01,72.42431330119658,55.57568669880342
2016,7,76.3,20.9,4.6,Las Ramadas,2016-07-01,62.34594219932697,13.954057800673027
2016,8,0,22.5,7.3,Las Ramadas,2016-08-01,70.60125723277741,-70.60125723277741
